n = 10000
i              x              u      rel error
4319       0.431957       0.554757       -7.07931
4320       0.432057        0.55467       -7.07931
4321       0.432157       0.554584       -7.07931
4322       0.432257       0.554497       -7.07931
4323       0.432357        0.55441       -7.07931
4324       0.432457       0.554324       -7.07931
4325       0.432557       0.554237       -7.07931
4326       0.432657        0.55415       -7.07931
4327       0.432757       0.554063       -7.07931
4328       0.432857       0.553976       -7.07931
4329       0.432957        0.55389       -7.07931
4330       0.433057       0.553803       -7.07931
4331       0.433157       0.553716       -7.07931
4332       0.433257       0.553629       -7.07931
4333       0.433357       0.553542       -7.07931
4334       0.433457       0.553455       -7.07931
4335       0.433557       0.553369       -7.07931
4336       0.433657       0.553282       -7.07931
4337       0.433757       0.553195       -7.07931
4338       0.433857       0.553108       -7.07931
4339       0.433957       0.553021       -7.07931
4340       0.434057       0.552934       -7.07931
4341       0.434157       0.552847       -7.07931
4342       0.434257        0.55276       -7.07931
4343       0.434357       0.552673       -7.07931
4344       0.434457       0.552586       -7.07931
4345       0.434557       0.552499       -7.07931
4346       0.434657       0.552412       -7.07931
4347       0.434757       0.552325       -7.07931
4348       0.434857       0.552238       -7.07931
4349       0.434957       0.552151       -7.07931
4350       0.435056       0.552064       -7.07931
4351       0.435156       0.551977       -7.07931
4352       0.435256       0.551889       -7.07931
4353       0.435356       0.551802       -7.07931
4354       0.435456       0.551715       -7.07931
4355       0.435556       0.551628       -7.07931
4356       0.435656       0.551541       -7.07931
4357       0.435756       0.551454       -7.07931
4358       0.435856       0.551367       -7.07931
4359       0.435956       0.551279       -7.07931
4360       0.436056       0.551192       -7.07931
4361       0.436156       0.551105       -7.07931
4362       0.436256       0.551018       -7.07931
4363       0.436356        0.55093       -7.07931
4364       0.436456       0.550843       -7.07931
4365       0.436556       0.550756       -7.07931
4366       0.436656       0.550669       -7.07931
4367       0.436756       0.550581       -7.07931
4368       0.436856       0.550494       -7.07931
4369       0.436956       0.550407       -7.07931
4370       0.437056       0.550319       -7.07931
4371       0.437156       0.550232       -7.07931
4372       0.437256       0.550145       -7.07931
4373       0.437356       0.550057       -7.07931
4374       0.437456        0.54997       -7.07931
4375       0.437556       0.549883       -7.07931
4376       0.437656       0.549795       -7.07931
4377       0.437756       0.549708       -7.07931
4378       0.437856        0.54962       -7.07931
4379       0.437956       0.549533       -7.07931
4380       0.438056       0.549445       -7.07931
4381       0.438156       0.549358       -7.07931
4382       0.438256        0.54927       -7.07931
4383       0.438356       0.549183       -7.07931
4384       0.438456       0.549095       -7.07931
4385       0.438556       0.549008       -7.07931
4386       0.438656        0.54892       -7.07931
4387       0.438756       0.548833       -7.07931
4388       0.438856       0.548745       -7.07931
4389       0.438956       0.548658       -7.07931
4390       0.439056        0.54857       -7.07931
4391       0.439156       0.548482       -7.07931
4392       0.439256       0.548395       -7.07931
4393       0.439356       0.548307       -7.07931
4394       0.439456        0.54822       -7.07931
4395       0.439556       0.548132       -7.07931
4396       0.439656       0.548044       -7.07931
4397       0.439756       0.547957       -7.07931
4398       0.439856       0.547869       -7.07931
4399       0.439956       0.547781       -7.07931
4400       0.440056       0.547693       -7.07931
4401       0.440156       0.547606       -7.07932
4402       0.440256       0.547518       -7.07932
4403       0.440356        0.54743       -7.07932
4404       0.440456       0.547343       -7.07932
4405       0.440556       0.547255       -7.07932
4406       0.440656       0.547167       -7.07932
4407       0.440756       0.547079       -7.07932
4408       0.440856       0.546991       -7.07932
4409       0.440956       0.546904       -7.07932
4410       0.441056       0.546816       -7.07932
4411       0.441156       0.546728       -7.07932
4412       0.441256        0.54664       -7.07932
4413       0.441356       0.546552       -7.07932
4414       0.441456       0.546464       -7.07932
4415       0.441556       0.546376       -7.07932
4416       0.441656       0.546288       -7.07932
4417       0.441756       0.546201       -7.07932
4418       0.441856       0.546113       -7.07932
4419       0.441956       0.546025       -7.07932
4420       0.442056       0.545937       -7.07932
4421       0.442156       0.545849       -7.07932
4422       0.442256       0.545761       -7.07932
4423       0.442356       0.545673       -7.07932
4424       0.442456       0.545585       -7.07932
4425       0.442556       0.545497       -7.07932
4426       0.442656       0.545409       -7.07932
4427       0.442756       0.545321       -7.07932
4428       0.442856       0.545233       -7.07932
4429       0.442956       0.545145       -7.07932
4430       0.443056       0.545057       -7.07932
4431       0.443156       0.544968       -7.07932
4432       0.443256        0.54488       -7.07932
4433       0.443356       0.544792       -7.07932
4434       0.443456       0.544704       -7.07932
4435       0.443556       0.544616       -7.07932
4436       0.443656       0.544528       -7.07932
4437       0.443756        0.54444       -7.07932
4438       0.443856       0.544352       -7.07932
4439       0.443956       0.544263       -7.07932
4440       0.444056       0.544175       -7.07932
4441       0.444156       0.544087       -7.07932
4442       0.444256       0.543999       -7.07932
4443       0.444356        0.54391       -7.07932
4444       0.444456       0.543822       -7.07932
4445       0.444556       0.543734       -7.07932
4446       0.444656       0.543646       -7.07932
4447       0.444756       0.543557       -7.07932
4448       0.444856       0.543469       -7.07932
4449       0.444956       0.543381       -7.07932
4450       0.445055       0.543293       -7.07932
4451       0.445155       0.543204       -7.07932
4452       0.445255       0.543116       -7.07932
4453       0.445355       0.543028       -7.07932
4454       0.445455       0.542939       -7.07932
4455       0.445555       0.542851       -7.07932
4456       0.445655       0.542762       -7.07932
4457       0.445755       0.542674       -7.07932
4458       0.445855       0.542586       -7.07932
4459       0.445955       0.542497       -7.07932
4460       0.446055       0.542409       -7.07932
4461       0.446155        0.54232       -7.07932
4462       0.446255       0.542232       -7.07932
4463       0.446355       0.542144       -7.07932
4464       0.446455       0.542055       -7.07932
4465       0.446555       0.541967       -7.07932
4466       0.446655       0.541878       -7.07932
4467       0.446755        0.54179       -7.07932
4468       0.446855       0.541701       -7.07932
4469       0.446955       0.541613       -7.07932
4470       0.447055       0.541524       -7.07932
4471       0.447155       0.541435       -7.07932
4472       0.447255       0.541347       -7.07932
4473       0.447355       0.541258       -7.07932
4474       0.447455        0.54117       -7.07932
4475       0.447555       0.541081       -7.07932
4476       0.447655       0.540992       -7.07932
4477       0.447755       0.540904       -7.07932
4478       0.447855       0.540815       -7.07932
4479       0.447955       0.540727       -7.07932
4480       0.448055       0.540638       -7.07932
4481       0.448155       0.540549       -7.07932
4482       0.448255       0.540461       -7.07932
4483       0.448355       0.540372       -7.07932
4484       0.448455       0.540283       -7.07932
4485       0.448555       0.540195       -7.07932
4486       0.448655       0.540106       -7.07932
4487       0.448755       0.540017       -7.07932
4488       0.448855       0.539928       -7.07932
4489       0.448955        0.53984       -7.07932
4490       0.449055       0.539751       -7.07932
4491       0.449155       0.539662       -7.07932
4492       0.449255       0.539573       -7.07932
4493       0.449355       0.539484       -7.07932
4494       0.449455       0.539396       -7.07932
4495       0.449555       0.539307       -7.07932
4496       0.449655       0.539218       -7.07932
4497       0.449755       0.539129       -7.07932
4498       0.449855        0.53904       -7.07932
4499       0.449955       0.538951       -7.07932
4500       0.450055       0.538863       -7.07932
4501       0.450155       0.538774       -7.07932
4502       0.450255       0.538685       -7.07932
4503       0.450355       0.538596       -7.07932
4504       0.450455       0.538507       -7.07932
4505       0.450555       0.538418       -7.07932
4506       0.450655       0.538329       -7.07932
4507       0.450755        0.53824       -7.07932
4508       0.450855       0.538151       -7.07932
4509       0.450955       0.538062       -7.07932
4510       0.451055       0.537973       -7.07932
4511       0.451155       0.537884       -7.07932
4512       0.451255       0.537795       -7.07932
4513       0.451355       0.537706       -7.07932
4514       0.451455       0.537617       -7.07932
4515       0.451555       0.537528       -7.07932
4516       0.451655       0.537439       -7.07932
4517       0.451755        0.53735       -7.07932
4518       0.451855       0.537261       -7.07932
4519       0.451955       0.537172       -7.07932
4520       0.452055       0.537083       -7.07932
4521       0.452155       0.536994       -7.07932
4522       0.452255       0.536904       -7.07932
4523       0.452355       0.536815       -7.07932
4524       0.452455       0.536726       -7.07932
4525       0.452555       0.536637       -7.07932
4526       0.452655       0.536548       -7.07932
4527       0.452755       0.536459       -7.07932
4528       0.452855       0.536369       -7.07932
4529       0.452955        0.53628       -7.07932
4530       0.453055       0.536191       -7.07932
4531       0.453155       0.536102       -7.07932
4532       0.453255       0.536013       -7.07932
4533       0.453355       0.535923       -7.07932
4534       0.453455       0.535834       -7.07932
4535       0.453555       0.535745       -7.07932
4536       0.453655       0.535656       -7.07932
4537       0.453755       0.535566       -7.07932
4538       0.453855       0.535477       -7.07932
4539       0.453955       0.535388       -7.07932
4540       0.454055       0.535298       -7.07932
4541       0.454155       0.535209       -7.07932
4542       0.454255        0.53512       -7.07932
4543       0.454355        0.53503       -7.07932
4544       0.454455       0.534941       -7.07932
4545       0.454555       0.534852       -7.07932
4546       0.454655       0.534762       -7.07932
4547       0.454755       0.534673       -7.07932
4548       0.454855       0.534584       -7.07932
4549       0.454955       0.534494       -7.07932
4550       0.455054       0.534405       -7.07932
4551       0.455154       0.534315       -7.07932
4552       0.455254       0.534226       -7.07932
4553       0.455354       0.534136       -7.07932
4554       0.455454       0.534047       -7.07932
4555       0.455554       0.533957       -7.07932
4556       0.455654       0.533868       -7.07932
4557       0.455754       0.533778       -7.07932
4558       0.455854       0.533689       -7.07932
4559       0.455954       0.533599       -7.07932
4560       0.456054        0.53351       -7.07932
4561       0.456154        0.53342       -7.07932
4562       0.456254       0.533331       -7.07932
4563       0.456354       0.533241       -7.07932
4564       0.456454       0.533152       -7.07932
4565       0.456554       0.533062       -7.07932
4566       0.456654       0.532973       -7.07932
4567       0.456754       0.532883       -7.07932
4568       0.456854       0.532793       -7.07932
4569       0.456954       0.532704       -7.07932
4570       0.457054       0.532614       -7.07932
4571       0.457154       0.532524       -7.07932
4572       0.457254       0.532435       -7.07932
4573       0.457354       0.532345       -7.07932
4574       0.457454       0.532255       -7.07932
4575       0.457554       0.532166       -7.07932
4576       0.457654       0.532076       -7.07932
4577       0.457754       0.531986       -7.07932
4578       0.457854       0.531897       -7.07932
4579       0.457954       0.531807       -7.07932
4580       0.458054       0.531717       -7.07932
4581       0.458154       0.531627       -7.07932
4582       0.458254       0.531538       -7.07932
4583       0.458354       0.531448       -7.07932
4584       0.458454       0.531358       -7.07932
4585       0.458554       0.531268       -7.07932
4586       0.458654       0.531179       -7.07932
4587       0.458754       0.531089       -7.07932
4588       0.458854       0.530999       -7.07932
4589       0.458954       0.530909       -7.07932
4590       0.459054       0.530819       -7.07932
4591       0.459154       0.530729       -7.07932
4592       0.459254        0.53064       -7.07932
4593       0.459354        0.53055       -7.07932
4594       0.459454        0.53046       -7.07932
4595       0.459554        0.53037       -7.07932
4596       0.459654        0.53028       -7.07932
4597       0.459754        0.53019       -7.07932
4598       0.459854         0.5301       -7.07932
4599       0.459954        0.53001       -7.07932
4600       0.460054        0.52992       -7.07932
4601       0.460154        0.52983       -7.07932
4602       0.460254       0.529741       -7.07932
4603       0.460354       0.529651       -7.07932
4604       0.460454       0.529561       -7.07932
4605       0.460554       0.529471       -7.07932
4606       0.460654       0.529381       -7.07932
4607       0.460754       0.529291       -7.07932
4608       0.460854       0.529201       -7.07932
4609       0.460954       0.529111       -7.07932
4610       0.461054       0.529021       -7.07932
4611       0.461154        0.52893       -7.07932
4612       0.461254        0.52884       -7.07932
4613       0.461354        0.52875       -7.07932
4614       0.461454        0.52866       -7.07932
4615       0.461554        0.52857       -7.07932
4616       0.461654        0.52848       -7.07932
4617       0.461754        0.52839       -7.07932
4618       0.461854         0.5283       -7.07932
4619       0.461954        0.52821       -7.07932
4620       0.462054        0.52812       -7.07932
4621       0.462154       0.528029       -7.07932
4622       0.462254       0.527939       -7.07932
4623       0.462354       0.527849       -7.07932
4624       0.462454       0.527759       -7.07932
4625       0.462554       0.527669       -7.07932
4626       0.462654       0.527579       -7.07932
4627       0.462754       0.527488       -7.07932
4628       0.462854       0.527398       -7.07932
4629       0.462954       0.527308       -7.07932
4630       0.463054       0.527218       -7.07932
4631       0.463154       0.527128       -7.07932
4632       0.463254       0.527037       -7.07932
4633       0.463354       0.526947       -7.07932
4634       0.463454       0.526857       -7.07932
4635       0.463554       0.526766       -7.07932
4636       0.463654       0.526676       -7.07932
4637       0.463754       0.526586       -7.07932
4638       0.463854       0.526496       -7.07932
4639       0.463954       0.526405       -7.07932
4640       0.464054       0.526315       -7.07932
4641       0.464154       0.526225       -7.07932
4642       0.464254       0.526134       -7.07932
4643       0.464354       0.526044       -7.07932
4644       0.464454       0.525953       -7.07932
4645       0.464554       0.525863       -7.07932
4646       0.464654       0.525773       -7.07932
4647       0.464754       0.525682       -7.07932
4648       0.464854       0.525592       -7.07932
4649       0.464954       0.525502       -7.07932
4650       0.465053       0.525411       -7.07932
4651       0.465153       0.525321       -7.07932
4652       0.465253        0.52523       -7.07932
4653       0.465353        0.52514       -7.07932
4654       0.465453       0.525049       -7.07932
4655       0.465553       0.524959       -7.07932
4656       0.465653       0.524868       -7.07932
4657       0.465753       0.524778       -7.07932
4658       0.465853       0.524687       -7.07932
4659       0.465953       0.524597       -7.07932
4660       0.466053       0.524506       -7.07932
4661       0.466153       0.524416       -7.07932
4662       0.466253       0.524325       -7.07932
4663       0.466353       0.524235       -7.07932
4664       0.466453       0.524144       -7.07932
4665       0.466553       0.524054       -7.07932
4666       0.466653       0.523963       -7.07932
4667       0.466753       0.523872       -7.07932
4668       0.466853       0.523782       -7.07932
4669       0.466953       0.523691       -7.07932
4670       0.467053       0.523601       -7.07932
4671       0.467153        0.52351       -7.07932
4672       0.467253       0.523419       -7.07932
4673       0.467353       0.523329       -7.07932
4674       0.467453       0.523238       -7.07932
4675       0.467553       0.523147       -7.07932
4676       0.467653       0.523057       -7.07932
4677       0.467753       0.522966       -7.07932
4678       0.467853       0.522875       -7.07932
4679       0.467953       0.522785       -7.07932
4680       0.468053       0.522694       -7.07932
4681       0.468153       0.522603       -7.07932
4682       0.468253       0.522512       -7.07932
4683       0.468353       0.522422       -7.07932
4684       0.468453       0.522331       -7.07932
4685       0.468553        0.52224       -7.07932
4686       0.468653       0.522149       -7.07932
4687       0.468753       0.522059       -7.07932
4688       0.468853       0.521968       -7.07932
4689       0.468953       0.521877       -7.07932
4690       0.469053       0.521786       -7.07932
4691       0.469153       0.521696       -7.07932
4692       0.469253       0.521605       -7.07932
4693       0.469353       0.521514       -7.07932
4694       0.469453       0.521423       -7.07932
4695       0.469553       0.521332       -7.07932
4696       0.469653       0.521241       -7.07932
4697       0.469753        0.52115       -7.07932
4698       0.469853        0.52106       -7.07932
4699       0.469953       0.520969       -7.07932
4700       0.470053       0.520878       -7.07932
4701       0.470153       0.520787       -7.07932
4702       0.470253       0.520696       -7.07932
4703       0.470353       0.520605       -7.07932
4704       0.470453       0.520514       -7.07932
4705       0.470553       0.520423       -7.07932
4706       0.470653       0.520332       -7.07932
4707       0.470753       0.520241       -7.07932
4708       0.470853        0.52015       -7.07932
4709       0.470953       0.520059       -7.07932
4710       0.471053       0.519968       -7.07932
4711       0.471153       0.519877       -7.07932
4712       0.471253       0.519786       -7.07932
4713       0.471353       0.519695       -7.07932
4714       0.471453       0.519604       -7.07932
4715       0.471553       0.519513       -7.07932
4716       0.471653       0.519422       -7.07932
4717       0.471753       0.519331       -7.07932
4718       0.471853        0.51924       -7.07932
4719       0.471953       0.519149       -7.07932
4720       0.472053       0.519058       -7.07932
4721       0.472153       0.518967       -7.07932
4722       0.472253       0.518876       -7.07932
4723       0.472353       0.518785       -7.07932
4724       0.472453       0.518694       -7.07932
4725       0.472553       0.518603       -7.07932
4726       0.472653       0.518512       -7.07932
4727       0.472753        0.51842       -7.07932
4728       0.472853       0.518329       -7.07932
4729       0.472953       0.518238       -7.07932
4730       0.473053       0.518147       -7.07932
4731       0.473153       0.518056       -7.07932
4732       0.473253       0.517965       -7.07932
4733       0.473353       0.517873       -7.07932
4734       0.473453       0.517782       -7.07932
4735       0.473553       0.517691       -7.07932
4736       0.473653         0.5176       -7.07932
4737       0.473753       0.517509       -7.07932
4738       0.473853       0.517417       -7.07932
4739       0.473953       0.517326       -7.07932
4740       0.474053       0.517235       -7.07932
4741       0.474153       0.517144       -7.07932
4742       0.474253       0.517052       -7.07932
4743       0.474353       0.516961       -7.07932
4744       0.474453        0.51687       -7.07932
4745       0.474553       0.516778       -7.07932
4746       0.474653       0.516687       -7.07932
4747       0.474753       0.516596       -7.07932
4748       0.474853       0.516505       -7.07932
4749       0.474953       0.516413       -7.07932
4750       0.475052       0.516322       -7.07932
4751       0.475152       0.516231       -7.07932
4752       0.475252       0.516139       -7.07932
4753       0.475352       0.516048       -7.07932
4754       0.475452       0.515956       -7.07932
4755       0.475552       0.515865       -7.07932
4756       0.475652       0.515774       -7.07932
4757       0.475752       0.515682       -7.07932
4758       0.475852       0.515591       -7.07932
4759       0.475952       0.515499       -7.07932
4760       0.476052       0.515408       -7.07932
4761       0.476152       0.515317       -7.07932
4762       0.476252       0.515225       -7.07932
4763       0.476352       0.515134       -7.07932
4764       0.476452       0.515042       -7.07932
4765       0.476552       0.514951       -7.07932
4766       0.476652       0.514859       -7.07932
4767       0.476752       0.514768       -7.07932
4768       0.476852       0.514676       -7.07932
4769       0.476952       0.514585       -7.07932
4770       0.477052       0.514493       -7.07932
4771       0.477152       0.514402       -7.07932
4772       0.477252        0.51431       -7.07932
4773       0.477352       0.514219       -7.07932
4774       0.477452       0.514127       -7.07932
4775       0.477552       0.514036       -7.07932
4776       0.477652       0.513944       -7.07932
4777       0.477752       0.513853       -7.07932
4778       0.477852       0.513761       -7.07932
4779       0.477952       0.513669       -7.07932
4780       0.478052       0.513578       -7.07932
4781       0.478152       0.513486       -7.07932
4782       0.478252       0.513395       -7.07932
4783       0.478352       0.513303       -7.07932
4784       0.478452       0.513211       -7.07932
4785       0.478552        0.51312       -7.07932
4786       0.478652       0.513028       -7.07932
4787       0.478752       0.512936       -7.07932
4788       0.478852       0.512845       -7.07932
4789       0.478952       0.512753       -7.07932
4790       0.479052       0.512661       -7.07932
4791       0.479152        0.51257       -7.07932
4792       0.479252       0.512478       -7.07932
4793       0.479352       0.512386       -7.07932
4794       0.479452       0.512295       -7.07932
4795       0.479552       0.512203       -7.07932
4796       0.479652       0.512111       -7.07932
4797       0.479752        0.51202       -7.07932
4798       0.479852       0.511928       -7.07932
4799       0.479952       0.511836       -7.07932
4800       0.480052       0.511744       -7.07932
4801       0.480152       0.511653       -7.07932
4802       0.480252       0.511561       -7.07932
4803       0.480352       0.511469       -7.07932
4804       0.480452       0.511377       -7.07932
4805       0.480552       0.511285       -7.07932
4806       0.480652       0.511194       -7.07932
4807       0.480752       0.511102       -7.07932
4808       0.480852        0.51101       -7.07932
4809       0.480952       0.510918       -7.07932
4810       0.481052       0.510826       -7.07932
4811       0.481152       0.510734       -7.07932
4812       0.481252       0.510643       -7.07932
4813       0.481352       0.510551       -7.07932
4814       0.481452       0.510459       -7.07932
4815       0.481552       0.510367       -7.07932
4816       0.481652       0.510275       -7.07932
4817       0.481752       0.510183       -7.07932
4818       0.481852       0.510091       -7.07932
4819       0.481952       0.509999       -7.07932
4820       0.482052       0.509907       -7.07932
4821       0.482152       0.509816       -7.07932
4822       0.482252       0.509724       -7.07932
4823       0.482352       0.509632       -7.07932
4824       0.482452        0.50954       -7.07932
4825       0.482552       0.509448       -7.07932
4826       0.482652       0.509356       -7.07932
4827       0.482752       0.509264       -7.07932
4828       0.482852       0.509172       -7.07932
4829       0.482952        0.50908       -7.07932
4830       0.483052       0.508988       -7.07932
4831       0.483152       0.508896       -7.07932
4832       0.483252       0.508804       -7.07932
4833       0.483352       0.508712       -7.07932
4834       0.483452        0.50862       -7.07932
4835       0.483552       0.508528       -7.07932
4836       0.483652       0.508436       -7.07932
4837       0.483752       0.508344       -7.07932
4838       0.483852       0.508252       -7.07932
4839       0.483952       0.508159       -7.07932
4840       0.484052       0.508067       -7.07932
4841       0.484152       0.507975       -7.07932
4842       0.484252       0.507883       -7.07932
4843       0.484352       0.507791       -7.07932
4844       0.484452       0.507699       -7.07932
4845       0.484552       0.507607       -7.07932
4846       0.484652       0.507515       -7.07932
4847       0.484752       0.507423       -7.07932
4848       0.484852        0.50733       -7.07932
4849       0.484952       0.507238       -7.07932
4850       0.485051       0.507146       -7.07932
4851       0.485151       0.507054       -7.07932
4852       0.485251       0.506962       -7.07932
4853       0.485351        0.50687       -7.07932
4854       0.485451       0.506777       -7.07932
4855       0.485551       0.506685       -7.07932
4856       0.485651       0.506593       -7.07932
4857       0.485751       0.506501       -7.07932
4858       0.485851       0.506409       -7.07932
4859       0.485951       0.506316       -7.07932
4860       0.486051       0.506224       -7.07932
4861       0.486151       0.506132       -7.07932
4862       0.486251        0.50604       -7.07932
4863       0.486351       0.505947       -7.07932
4864       0.486451       0.505855       -7.07932
4865       0.486551       0.505763       -7.07932
4866       0.486651       0.505671       -7.07932
4867       0.486751       0.505578       -7.07932
4868       0.486851       0.505486       -7.07932
4869       0.486951       0.505394       -7.07932
4870       0.487051       0.505301       -7.07932
4871       0.487151       0.505209       -7.07932
4872       0.487251       0.505117       -7.07932
4873       0.487351       0.505024       -7.07932
4874       0.487451       0.504932       -7.07932
4875       0.487551        0.50484       -7.07932
4876       0.487651       0.504747       -7.07932
4877       0.487751       0.504655       -7.07932
4878       0.487851       0.504563       -7.07932
4879       0.487951        0.50447       -7.07932
4880       0.488051       0.504378       -7.07932
4881       0.488151       0.504285       -7.07932
4882       0.488251       0.504193       -7.07932
4883       0.488351       0.504101       -7.07932
4884       0.488451       0.504008       -7.07932
4885       0.488551       0.503916       -7.07932
4886       0.488651       0.503823       -7.07932
4887       0.488751       0.503731       -7.07932
4888       0.488851       0.503638       -7.07932
4889       0.488951       0.503546       -7.07932
4890       0.489051       0.503453       -7.07932
4891       0.489151       0.503361       -7.07932
4892       0.489251       0.503269       -7.07932
4893       0.489351       0.503176       -7.07932
4894       0.489451       0.503084       -7.07932
4895       0.489551       0.502991       -7.07932
4896       0.489651       0.502899       -7.07932
4897       0.489751       0.502806       -7.07932
4898       0.489851       0.502713       -7.07932
4899       0.489951       0.502621       -7.07932
4900       0.490051       0.502528       -7.07932
4901       0.490151       0.502436       -7.07932
4902       0.490251       0.502343       -7.07932
4903       0.490351       0.502251       -7.07932
4904       0.490451       0.502158       -7.07932
4905       0.490551       0.502066       -7.07932
4906       0.490651       0.501973       -7.07932
4907       0.490751        0.50188       -7.07932
4908       0.490851       0.501788       -7.07932
4909       0.490951       0.501695       -7.07932
4910       0.491051       0.501603       -7.07932
4911       0.491151        0.50151       -7.07932
4912       0.491251       0.501417       -7.07932
4913       0.491351       0.501325       -7.07932
4914       0.491451       0.501232       -7.07932
4915       0.491551       0.501139       -7.07932
4916       0.491651       0.501047       -7.07932
4917       0.491751       0.500954       -7.07932
4918       0.491851       0.500861       -7.07932
4919       0.491951       0.500769       -7.07932
4920       0.492051       0.500676       -7.07932
4921       0.492151       0.500583       -7.07932
4922       0.492251       0.500491       -7.07932
4923       0.492351       0.500398       -7.07932
4924       0.492451       0.500305       -7.07932
4925       0.492551       0.500213       -7.07932
4926       0.492651        0.50012       -7.07932
4927       0.492751       0.500027       -7.07932
4928       0.492851       0.499934       -7.07932
4929       0.492951       0.499842       -7.07932
4930       0.493051       0.499749       -7.07932
4931       0.493151       0.499656       -7.07932
4932       0.493251       0.499563       -7.07932
4933       0.493351        0.49947       -7.07932
4934       0.493451       0.499378       -7.07932
4935       0.493551       0.499285       -7.07932
4936       0.493651       0.499192       -7.07932
4937       0.493751       0.499099       -7.07932
4938       0.493851       0.499006       -7.07932
4939       0.493951       0.498914       -7.07932
4940       0.494051       0.498821       -7.07932
4941       0.494151       0.498728       -7.07932
4942       0.494251       0.498635       -7.07932
4943       0.494351       0.498542       -7.07932
4944       0.494451       0.498449       -7.07932
4945       0.494551       0.498357       -7.07932
4946       0.494651       0.498264       -7.07932
4947       0.494751       0.498171       -7.07932
4948       0.494851       0.498078       -7.07932
4949       0.494951       0.497985       -7.07932
4950        0.49505       0.497892       -7.07932
4951        0.49515       0.497799       -7.07932
4952        0.49525       0.497706       -7.07932
4953        0.49535       0.497613       -7.07932
4954        0.49545        0.49752       -7.07932
4955        0.49555       0.497427       -7.07932
4956        0.49565       0.497335       -7.07932
4957        0.49575       0.497242       -7.07932
4958        0.49585       0.497149       -7.07932
4959        0.49595       0.497056       -7.07932
4960        0.49605       0.496963       -7.07932
4961        0.49615        0.49687       -7.07932
4962        0.49625       0.496777       -7.07932
4963        0.49635       0.496684       -7.07932
4964        0.49645       0.496591       -7.07932
4965        0.49655       0.496498       -7.07932
4966        0.49665       0.496405       -7.07932
4967        0.49675       0.496312       -7.07932
4968        0.49685       0.496219       -7.07932
4969        0.49695       0.496126       -7.07932
4970        0.49705       0.496033       -7.07932
4971        0.49715        0.49594       -7.07932
4972        0.49725       0.495846       -7.07932
4973        0.49735       0.495753       -7.07932
4974        0.49745        0.49566       -7.07932
4975        0.49755       0.495567       -7.07932
4976        0.49765       0.495474       -7.07932
4977        0.49775       0.495381       -7.07932
4978        0.49785       0.495288       -7.07932
4979        0.49795       0.495195       -7.07932
4980        0.49805       0.495102       -7.07932
4981        0.49815       0.495009       -7.07932
4982        0.49825       0.494916       -7.07932
4983        0.49835       0.494822       -7.07932
4984        0.49845       0.494729       -7.07932
4985        0.49855       0.494636       -7.07932
4986        0.49865       0.494543       -7.07932
4987        0.49875        0.49445       -7.07932
4988        0.49885       0.494357       -7.07932
4989        0.49895       0.494263       -7.07932
4990        0.49905        0.49417       -7.07932
4991        0.49915       0.494077       -7.07932
4992        0.49925       0.493984       -7.07932
4993        0.49935       0.493891       -7.07932
4994        0.49945       0.493797       -7.07932
4995        0.49955       0.493704       -7.07932
4996        0.49965       0.493611       -7.07932
4997        0.49975       0.493518       -7.07932
4998        0.49985       0.493425       -7.07932
4999        0.49995       0.493331       -7.07932
5000        0.50005       0.493238       -7.07932
5001        0.50015       0.493145       -7.07932
5002        0.50025       0.493052       -7.07932
5003        0.50035       0.492958       -7.07932
5004        0.50045       0.492865       -7.07932
5005        0.50055       0.492772       -7.07932
5006        0.50065       0.492678       -7.07932
5007        0.50075       0.492585       -7.07932
5008        0.50085       0.492492       -7.07932
5009        0.50095       0.492399       -7.07932
5010        0.50105       0.492305       -7.07932
5011        0.50115       0.492212       -7.07932
5012        0.50125       0.492119       -7.07932
5013        0.50135       0.492025       -7.07932
5014        0.50145       0.491932       -7.07932
5015        0.50155       0.491839       -7.07932
5016        0.50165       0.491745       -7.07932
5017        0.50175       0.491652       -7.07932
5018        0.50185       0.491558       -7.07932
5019        0.50195       0.491465       -7.07932
5020        0.50205       0.491372       -7.07932
5021        0.50215       0.491278       -7.07932
5022        0.50225       0.491185       -7.07932
5023        0.50235       0.491092       -7.07932
5024        0.50245       0.490998       -7.07932
5025        0.50255       0.490905       -7.07932
5026        0.50265       0.490811       -7.07932
5027        0.50275       0.490718       -7.07932
5028        0.50285       0.490624       -7.07932
5029        0.50295       0.490531       -7.07932
5030        0.50305       0.490438       -7.07932
5031        0.50315       0.490344       -7.07932
5032        0.50325       0.490251       -7.07932
5033        0.50335       0.490157       -7.07932
5034        0.50345       0.490064       -7.07932
5035        0.50355        0.48997       -7.07932
5036        0.50365       0.489877       -7.07932
5037        0.50375       0.489783       -7.07932
5038        0.50385        0.48969       -7.07932
5039        0.50395       0.489596       -7.07932
5040        0.50405       0.489503       -7.07932
5041        0.50415       0.489409       -7.07932
5042        0.50425       0.489316       -7.07932
5043        0.50435       0.489222       -7.07932
5044        0.50445       0.489129       -7.07932
5045        0.50455       0.489035       -7.07932
5046        0.50465       0.488941       -7.07932
5047        0.50475       0.488848       -7.07932
5048        0.50485       0.488754       -7.07932
5049        0.50495       0.488661       -7.07932
5050       0.505049       0.488567       -7.07932
5051       0.505149       0.488474       -7.07932
5052       0.505249        0.48838       -7.07932
5053       0.505349       0.488286       -7.07932
5054       0.505449       0.488193       -7.07932
